ID,ORIGINAL,TRANSLATE,CRASH,LIMITED
2958,OBJECT_BANDIT_BONFIRE_01,Большой костёр с огнём,Ландшафт (не поднять),0
2959,OBJECT_LIT_BRAZIER_TORCH,Факел 1,Ландшафт (не поднять),0
2960,OBJECT_UNLIT_BRAZIER_TORCH,Факел 2,Ландшафт (не поднять),0
2961,OBJECT_BANDIT_RAG_TORCH_LIT,Факел 3,Ландшафт (не поднять),0
2962,OBJECT_BANDIT_RAG_TORCH_UNLIT,Факел потушенный 1,Ландшафт (не поднять),0
2963,OBJECT_BANDIT_TORCH_LIT,Факел потушенный 2,Ландшафт (не поднять),0
2964,OBJECT_BANDIT_TORCH_UNLIT,Факел потушенный 3,Ландшафт (не поднять),0
2965,OBJECT_BANDIT_BARREL_01,Бочка ломаемая,Ландшафт (не поднять),0
2966,OBJECT_BANDIT_BARREL_BROKEN_01,Бочка поломанная 1,Ландшафт (не поднять),0
2967,OBJECT_BANDIT_BARREL_BROKEN_02,Бочка поломанная 2,Ландшафт (не поднять),0
2968,OBJECT_BANDIT_BARREL_SMASHED_01,Бочка сломанная 1,Ландшафт (не поднять),0
2969,OBJECT_BANDIT_BARREL_SMASHED_02,Бочка сломанная 2,Ландшафт (не поднять),0
2970,OBJECT_BANDIT_CRATE_01,Ящик,Ландшафт (не поднять),0
2971,OBJECT_BANDIT_CRATE_BROKEN_01,Ящик поломанный 1,Ландшафт (не поднять),0
2972,OBJECT_BANDIT_CRATE_BROKEN_02,Ящик поломанный 2,Ландшафт (не поднять),0
2973,OBJECT_BANDIT_CRATE_SMASHED_01,Ящик сломанный 1,Ландшафт (не поднять),0
2974,OBJECT_BANDIT_CRATE_SMASHED_02,Ящик сломанный 2,Ландшафт (не поднять),0
2975,OBJECT_BANDIT_PALISADES_01,Загородка разбойничьего лагеря 1,Ландшафт (не поднять),0
2976,OBJECT_BANDIT_PALISADES_02,Загородка разбойничьего лагеря 2,Ландшафт (не поднять),0
2977,OBJECT_BANDIT_PALISADES_SMALL_01,Загородка разбойничьего лагеря 3,Ландшафт (не поднять),0
2978,OBJECT_BANDIT_PALISADES_SMALL_02,Загородка разбойничьего лагеря 4,Ландшафт (не поднять),0
2979,OBJECT_BANDIT_HEAD_DECAP_01,Отрубленная голова разбойника (пинаемая),Ландшафт (не поднять),0
2982,OBJECT_OAKVALE_FENCEGATE_01,Забор из Оуквейла (калитка 1),Ландшафт (не поднять),0
2983,OBJECT_OAKVALE_FENCEGATE_02,Забор из Оуквейла (калитка 2),Ландшафт (не поднять),0
2984,OBJECT_OAKVALE_FENCEGATE_03,Забор из Оуквейла (калитка 3),Ландшафт (не поднять),0
2985,OBJECT_OAKVALE_FENCEGATE_04,Забор из Оуквейла (калитка 4),Ландшафт (не поднять),0
2986,OBJECT_OAKVALE_FENCEGATE_05,Забор из Оуквейла (калитка 5),Ландшафт (не поднять),0
2987,OBJECT_OAKVALE_FENCE_01,Забор из Оуквейла 1,Ландшафт (не поднять),0
2988,OBJECT_OAKVALE_FENCE_02,Забор из Оуквейла 2,Ландшафт (не поднять),0
2989,OBJECT_OAKVALE_FENCE_BROKEN_01,Забор 8,Ландшафт (не поднять),0
2990,OBJECT_OAKVALE_FENCEPOST_01,Забор из Оуквейла (столб 1),Ландшафт (не поднять),0
2991,OBJECT_OAKVALE_FENCEPOST_02,Забор из Оуквейла (столб 2),Ландшафт (не поднять),0
2992,OBJECT_OAKVALE_FENCETRIPLE_01,Три забора из Оуквейла 1,Ландшафт (не поднять),0
2993,OBJECT_OAKVALE_FENCETRIPLE_BROKEN_01,Три забора из Оуквейла 1 (сломанные),Ландшафт (не поднять),0
2994,OBJECT_OAKVALE_FENCETRIPLE_02,Три забора из Оуквейла 2,Ландшафт (не поднять),0
2995,OBJECT_ROPEFENCE,Верёвочный забор,Ландшафт (не поднять),0
2996,OBJECT_ROPEPOST,Столб забора 3,Ландшафт (не поднять),0
2997,OBJECT_RAILING_01,Металлический забор 1,Ландшафт (не поднять),0
2998,OBJECT_RAILING_02,Металлический забор 2,Ландшафт (не поднять),0
2999,OBJECT_ARCHBRIDGE_MEDIUM,Мост 1,Ландшафт (не поднять),0
3000,OBJECT_ARCHBRIDGE_SHORT,Мост 2,Ландшафт (не поднять),0
3001,OBJECT_WALL_01,Каменный забор 1,Ландшафт (не поднять),0
3002,OBJECT_WALL_02,Каменный забор 2,Ландшафт (не поднять),0
3003,OBJECT_WALL_BROKEN_01,Каменный забор (сломанный),Ландшафт (не поднять),0
3004,OBJECT_WALL_END_01,Каменный забор (столб),Ландшафт (не поднять),0
3005,OBJECT_RAILING_MID,Металлический забор (середина),Ландшафт (не поднять),0
3006,OBJECT_RAILING_END,Металлический забор (столб),Ландшафт (не поднять),0
3007,OBJECT_BRIDGE_MID,Деревянный мост 1,Ландшафт (не поднять),0
3008,OBJECT_BRIDGE_END,Деревянный мост 2,Ландшафт (не поднять),0
3009,OBJECT_BRIDGE,Каменный мост,Ландшафт (не поднять),0
3010,OBJECT_BS_FLAGS_01,Флаги из Баурэрстоуна,Ландшафт (не поднять),0
3011,OK_FOUNTAIN_01,Фонтан из Древнего Королевства,Ландшафт (не поднять),0
3012,OK_FOUNTAIN_CORNER_EAGLE_01,Статуя орла для фонтана из Древнего Королевства,Ландшафт (не поднять),0
3013,OK_FOUNTAIN_FALLEN_EAGLE_01,Упавшая статуя орла для фонтана из Древнего Королевства,Ландшафт (не поднять),0
3014,OBJECT_BS_NORTH_FOUNTAIN_01,Фонтан 2 из Баурстоуна,Ландшафт (не поднять),0
3015,OBJECT_BS_NORTH_ARCH_01,Арка из Баурстоуна,Ландшафт (не поднять),0
3016,BS_SLUMS_BARREL_01,Бочка неломаемая из Баурстоуна,Ландшафт (не поднять),0
3017,OBJECT_BS_SLUM_INN_BAR_01,Барная стойка из Баурстоуна,Ландшафт (не поднять),0
3018,OBJECT_BS_SLUM_HAPENNY_BOARD_01,"Поле для игры в ""монетку""",Ландшафт (не поднять),0
3019,OBJECT_BS_SLUM_HAPENNY_BOARD_COIN_GOLD_01,Очень маленькая монета 1,Ландшафт (не поднять),0
3020,OBJECT_BS_SLUM_HAPENNY_BOARD_COIN_SILVER_01,Очень маленькая монета 2,Ландшафт (не поднять),0
3021,OBJECT_HAPENNY_BOARD_ARROW,Очень маленькая стрелка 1,Ландшафт (не поднять),0
3022,OBJECT_GOLF_BOARD_ARROW,Очень маленькая стрелка 2,Ландшафт (не поднять),0
3023,OBJECT_BS_SLUM_CRATE_UNBREAKABLE_01,Большой ящик,Ландшафт (не поднять),0
3024,OBJECT_BS_NORTH_POSH_SHOP_COUNTER_01,Часть барной стойки 1,Ландшафт (не поднять),0
3025,OBJECT_BS_SLUMS_GIFT_SHOP_COUNTER_01,Часть барной стойки 2,Ландшафт (не поднять),0
3026,OBJECT_BS_CHAIR_01,Стул деревянный,Ландшафт (не поднять),0
3027,OBJECT_BS_CHAIR_KID_01,Стул школьный (фиолетовый),Ландшафт (не поднять),0
3028,OBJECT_BS_CHAIR_KID_02,Стул школьный (синий),Ландшафт (не поднять),0
3029,OBJECT_BS_NORTH_GATEHOUSE_JAIL_DOOR_01,Дверь тюремной камеры,Ландшафт (не поднять),0
3030,OBJECT_BS_SLUM_BLACKSMITH_ANVIL_01,Наковальня,Ландшафт (не поднять),0
3031,OBJECT_BS_SLUM_BLACKSMITH_FORGE_01,Кузница,Ландшафт (не поднять),0
3032,OBJECT_BS_SLUM_BLACKSMITH_WEAPON_RACK_01,Деревянная стена с оружием,Ландшафт (не поднять),0
3033,OBJECT_BS_GIBBET_HILL_BRIDGE_01,Мост в Бауэрстоун,Ландшафт (не поднять),0
3034,OBJECT_BS_SLUM_INN_CELLAR_DOORS_01,Деревянная перегородка,Ландшафт (не поднять),0
3035,OBJECT_BS_SLUM_INN_CELLAR_HATCH_01,Люк в подвал (гугл переводчик),Ландшафт (не поднять),0
3036,OBJECT_BS_SWORD_PARTIAL_01,Красный короткий меч,Ландшафт (не поднять),0
3037,OBJECT_BS_GATEHOUSE_MAIN_DOORS_01,Врата в Бауэрстоун (открываемые),Ландшафт (не поднять),0
3038,BS_SLUM_WALL_SMALL_CURVED_BROKEN_01,Каменная изгородь 1,Ландшафт (не поднять),0
3039,BS_SLUM_WALL_SMALL_CURVED_BROKEN_02,Каменная изгородь 2,Ландшафт (не поднять),0
3040,BS_SLUM_WALL_SMALL_CURVED_01,Каменная изгородь 3,Ландшафт (не поднять),0
3041,BS_SLUM_WALL_LARGE_BROKEN_01,Каменная изгородь 4,Ландшафт (не поднять),0
3042,BS_SLUM_WALL_MEDIUM_RIGHTANGLE_01,Каменная изгородь 5,Ландшафт (не поднять),0
3043,BS_SLUM_WALL_MEDIUM_RIGHTANGLE_02,Каменная изгородь 6,Ландшафт (не поднять),0
3044,BS_SLUM_WALL_SMALL_BROKEN_01,Каменная изгородь 7,Ландшафт (не поднять),0
3045,BS_SLUM_WALL_SMALL_BROKEN_02,Каменная изгородь 8,Ландшафт (не поднять),0
3046,BS_SLUM_WALL_SMALL_RIGHTANGLE_01,Каменная изгородь 9,Ландшафт (не поднять),0
3047,BS_SLUM_WALL_SMALL_POST_02,Каменная изгородь 10,Ландшафт (не поднять),0
3048,BS_SLUM_WALL_SMALL_POST_03,Каменная изгородь 11,Ландшафт (не поднять),0
3049,BS_SLUM_WALL_SMALL_POST_04,Каменная изгородь 12,Ландшафт (не поднять),0
3050,OBJECT_BS_SLUM_WALL_TOWER_01,Башня,Ландшафт (не поднять),0
3051,OBJECT_BS_SLUM_WALL_CORNER_01,Стена 1,Ландшафт (не поднять),0
3052,OBJECT_BS_SLUM_WALL_STRAIGHT_10M_01,Стена 2,Ландшафт (не поднять),0
3053,OBJECT_BS_SLUM_WALL_STRAIGHT_20M_01,Стена 3,Ландшафт (не поднять),0
3054,OBJECT_BS_SLUM_WALL_INCLINE_10M_01,Стена 4,Ландшафт (не поднять),0
3055,OBJECT_BS_SLUM_WALL_BUTT_01,Стена 5,Ландшафт (не поднять),0
3056,OBJECT_BS_WASHINGLINE_01,Развешанное бельё 1,Ландшафт (не поднять),0
3057,OBJECT_BS_WASHINGLINE_02,Развешанное бельё 2,Ландшафт (не поднять),0
3058,OBJECT_BS_WASHINGLINE_03,Развешанное бельё 3,Ландшафт (не поднять),0
3059,OBJECT_BS_WASHINGLINE_04,Развешанное бельё 4,Ландшафт (не поднять),0
3060,OBJECT_BS_WASHINGLINE_05,Развешанное бельё 5,Ландшафт (не поднять),0
3061,OBJECT_BS_RUBBISH_PILE_01,Ящики,Ландшафт (не поднять),0
3062,OBJECT_BS_RUBBISH_PILE_02,"Ящики, сломанные бочки и доски 1",Ландшафт (не поднять),0
3063,OBJECT_BS_RUBBISH_PILE_03,"Ящики, сломанные бочки и доски 2",Ландшафт (не поднять),0
3064,OBJECT_BS_NORTH_TOPIARY_BUSH_BALL,Подстриженный куст из северного Бауэрстоуна 1,Ландшафт (не поднять),0
3065,OBJECT_BS_NORTH_TOPIARY_BUSH_CONE,Подстриженный куст из северного Бауэрстоуна 2,Ландшафт (не поднять),0
3066,OBJECT_BS_NORTH_TOPIARY_HEDGE_CURVED,Изгородь из северного Бауэрстоуна 1,Ландшафт (не поднять),0
3067,OBJECT_BS_NORTH_TOPIARY_HEDGE_STRAIGHT,Изгородь из северного Бауэрстоуна 2,Ландшафт (не поднять),0
3068,OBJECT_BS_TOPIARY_BALL_STACKED_01,Подстриженный куст из северного Бауэрстоуна 3,Ландшафт (не поднять),0
3069,OBJECT_BS_TOPIARY_BALL_TALL_01,Подстриженный куст из северного Бауэрстоуна 4,Ландшафт (не поднять),0
3070,OBJECT_BS_TOPIARY_BALL_SHORT_01,Подстриженный куст из северного Бауэрстоуна 5,Ландшафт (не поднять),0
3071,OBJECT_BS_TOPIARY_BALL_01,Подстриженный куст из северного Бауэрстоуна 6,Ландшафт (не поднять),0
3072,OBJECT_BS_TOPIARY_CONE_01,Подстриженный куст из северного Бауэрстоуна 7,Ландшафт (не поднять),0
3073,OBJECT_BS_TOPIARY_SQUARE_01,Подстриженный куст из северного Бауэрстоуна 8,Ландшафт (не поднять),0
3074,OBJECT_BS_TOPIARY_HEDGE_CORNER_01,Подстриженный куст из северного Бауэрстоуна 9,Ландшафт (не поднять),0
3075,OBJECT_BS_TOPIARY_HEDGE_CURVE_90_01,Подстриженный куст из северного Бауэрстоуна 10,Ландшафт (не поднять),0
3076,OBJECT_BS_TOPIARY_HEDGE_CURVE_90_SMALL,Подстриженный куст из северного Бауэрстоуна 11,Ландшафт (не поднять),0
3077,OBJECT_BS_TOPIARY_HEDGE_CURVE_180_01,Подстриженный куст из северного Бауэрстоуна 12,Ландшафт (не поднять),0
3078,OBJECT_BS_TOPIARY_HEDGE_STRAIGHT_LONG_01,Подстриженный куст из северного Бауэрстоуна 13,Ландшафт (не поднять),0
3079,OBJECT_BS_TOPIARY_HEDGE_STRAIGHT_SHORT_01,Подстриженный куст из северного Бауэрстоуна 14,Ландшафт (не поднять),0
3080,OBJECT_BS_BANNER_01,Флаг 1,Ландшафт (не поднять),0
3081,OBJECT_BS_BANNER_02,Флаг 2,Ландшафт (не поднять),0
